age,job,education,balance,day,month,duration
34,6,2,1972,23,5,61
46,3,0,296,20,6,205
41,4,2,2226,7,1,182
37,1,1,-67,2,3,157
37,9,2,197,16,9,175
46,4,2,0,29,1,38
34,9,1,27,26,8,133
37,1,0,1796,17,0,232
30,1,1,2850,8,8,181
40,7,1,1836,12,8,750
31,2,1,290,13,0,230
44,1,0,2791,18,6,335
36,1,0,871,18,9,2
28,8,2,1562,15,3,659
57,7,0,491,15,0,1217
34,0,2,35,15,10,76
42,1,0,803,7,8,171
45,0,1,805,15,8,186
59,1,1,2605,30,4,85
57,4,2,337,5,3,59
51,3,0,1093,18,6,18
41,11,3,942,22,0,219
21,8,1,2488,12,4,661
80,5,1,668,8,5,250
34,1,1,808,17,5,20
52,2,2,3469,20,9,653
63,5,1,1612,17,3,233
43,7,1,774,24,6,482
32,7,1,1168,16,9,411
41,9,1,1043,14,8,225
54,0,1,0,23,5,117
55,4,2,86,16,6,64
55,7,0,2923,15,8,104
24,8,1,1925,11,1,1363
30,3,2,19,4,1,139
34,1,0,-1,18,8,1057
43,1,3,245,16,0,829
24,4,2,507,3,5,257
75,5,0,1413,1,11,532
35,4,2,471,5,6,276
45,1,1,10252,4,8,675
42,9,1,541,5,3,656
33,7,1,403,20,8,274
31,4,2,533,12,9,90
35,1,0,-1489,29,8,177
29,9,1,2326,6,7,195
29,0,1,1027,2,3,177
23,9,3,231,7,8,560
50,0,1,715,28,1,131
34,6,1,179,24,5,137
40,7,1,664,18,8,29
39,0,1,399,14,1,133
26,0,1,1595,15,6,155
51,5,2,730,18,9,287
59,5,1,21,19,9,121
40,1,1,746,2,3,241
35,4,2,1510,9,8,61
33,1,1,-112,28,8,132
32,4,2,1636,18,9,124
40,1,1,973,14,8,449
31,4,2,40,2,3,118
45,4,2,655,20,6,693
41,1,1,923,14,8,249
34,9,1,559,22,1,259
48,0,0,3644,31,5,1039
29,4,2,1441,4,3,80
40,7,1,471,24,5,430
33,4,2,23,6,3,150
40,4,2,3352,19,9,639
36,7,0,418,8,8,156
26,1,1,277,14,8,514
55,5,0,1821,8,1,224
43,1,0,0,9,8,71
45,1,1,7895,4,3,872
32,1,1,225,17,0,574
34,4,2,404,5,3,10
30,8,2,228,13,8,314
36,1,0,679,13,8,115
52,10,2,2133,18,5,90
51,4,2,1612,18,9,61
35,9,1,149,29,4,99
53,4,2,2152,13,3,75
52,9,1,851,17,6,87
37,4,2,255,24,3,562
34,1,1,262,15,11,89
38,0,1,46,7,1,48
37,4,2,1027,2,7,313
30,10,2,463,22,1,374
37,1,1,614,20,8,185
37,10,1,4769,29,4,124
77,4,3,1780,23,10,221
28,1,0,-55,7,8,361
41,7,1,205,8,8,91
46,6,1,706,21,8,588
39,1,1,142,14,5,424
61,4,2,0,16,10,136
55,10,1,309,20,0,167
62,5,2,4692,15,10,73
44,4,2,4119,21,9,1074
41,9,1,102,14,8,387
35,1,1,1454,12,1,323
30,4,2,10884,4,8,333
35,0,1,0,30,5,186
31,9,1,628,12,8,1083
44,1,1,701,3,5,269
32,1,2,3014,7,8,291
49,4,2,1887,18,9,244
35,1,1,0,9,5,277
34,4,2,2037,15,2,324
42,7,0,473,30,4,54
47,7,1,1315,20,9,329
54,5,1,2761,16,5,771
41,6,2,4418,21,9,855
23,8,1,4126,25,7,96
33,9,1,484,16,1,205
38,4,2,3141,9,9,347
33,1,0,934,4,6,244
60,5,1,7,18,1,87
60,9,1,116,11,1,329
36,7,3,281,16,8,515
40,4,2,294,23,5,97
41,8,1,1934,21,9,162
39,9,1,391,30,5,962
42,0,0,-306,17,1,308
51,1,3,0,2,6,61
29,7,1,84,3,5,587
33,4,1,336,15,0,179
43,7,1,550,13,8,107
43,7,1,3403,12,9,707
49,1,0,1032,2,6,41
33,7,1,1529,18,9,41
49,3,0,198,13,8,205
28,9,1,154,18,3,416
38,4,2,427,18,9,253
29,0,2,261,17,7,136
23,9,1,283,22,11,175
50,0,1,4117,21,9,530
46,1,1,456,18,1,618
26,1,1,463,2,5,248
26,1,1,2007,13,10,194
37,1,0,157,30,8,833
38,9,1,1655,29,5,392
43,9,1,2344,27,8,111
45,4,2,2813,13,8,43
36,4,2,133,9,8,117
35,9,2,328,22,5,654
27,8,1,253,25,8,242
37,2,1,175,13,8,753
27,1,1,5563,30,8,435
49,4,0,3371,11,9,269
40,1,1,737,30,8,135
41,4,2,3872,15,10,231
38,0,1,4874,6,6,1291
48,7,1,1573,5,1,165
56,4,1,230,9,8,73
28,0,1,460,26,8,741
57,1,0,2112,12,1,1134
39,4,2,494,9,11,216
36,7,1,0,15,5,201
43,0,1,877,2,3,135
30,9,2,411,22,10,127
36,4,2,490,28,1,207
51,0,1,340,8,8,186
25,9,1,325,22,10,716
30,0,1,2568,4,11,563
34,1,1,341,8,8,195
39,4,2,1682,19,9,147
30,0,2,0,4,3,730
45,4,2,16,31,5,59
34,4,2,123,3,3,301
71,5,1,1696,6,10,486
21,8,1,215,24,8,382
42,4,3,1519,19,10,230
35,1,3,520,17,0,476
30,4,2,-181,19,9,621
40,1,1,1508,3,9,177
56,9,1,1480,5,3,576
30,0,1,60,29,4,55
33,2,1,278,1,3,563
54,9,1,719,2,3,242
26,1,1,2007,13,5,272
32,1,2,700,13,9,90
46,10,1,2551,12,1,645
33,4,2,62,2,3,102
28,9,1,981,24,5,225
33,4,2,369,25,1,143
37,9,1,1707,26,5,546
36,9,2,119,23,5,127
58,0,1,169,13,8,336
35,0,1,3854,5,8,131
30,9,1,133,29,4,113
53,9,1,1776,18,6,443
32,7,1,0,31,5,105
60,5,0,1542,14,8,930
25,1,1,1782,19,6,549
46,0,1,-637,17,9,153
40,9,2,103,8,8,135
32,7,1,1659,30,8,120
26,9,1,430,5,3,450
26,10,1,285,6,8,265
42,4,2,-556,8,8,682
37,2,1,-170,28,8,39
32,4,2,6542,15,8,1598
43,4,2,2367,22,11,83
40,1,0,1841,15,8,880
52,0,1,726,24,8,699
36,0,1,1328,30,5,69
46,2,2,-43,12,8,138
47,7,3,973,27,8,489
33,9,2,599,29,1,461
38,10,0,7005,7,5,370
33,4,2,6807,20,0,163
28,1,1,4287,30,0,171
35,4,1,533,6,1,221
38,4,2,6158,15,0,139
71,5,2,3561,15,7,577
58,2,1,670,12,8,1272
42,4,2,2665,4,6,280
42,1,1,160,26,6,190
42,10,1,1289,15,5,250
62,2,1,3904,29,4,403
51,4,2,2635,21,8,407
35,4,2,-196,22,5,216
34,4,2,0,6,3,787
36,0,1,75,4,5,52
27,2,1,97,18,8,13
45,3,1,4068,20,1,184
26,8,2,39,26,8,396
39,7,1,1957,20,9,47
66,5,0,206,9,3,479
52,0,1,423,20,10,139
30,1,1,1598,10,5,634
31,4,2,3283,2,3,258
45,7,1,27,31,5,43
33,9,2,2565,13,8,128
38,7,1,1315,20,6,23
37,0,1,1314,12,3,118
33,4,2,1808,4,6,99
35,9,2,670,13,0,278
31,0,1,89,7,8,297
33,4,2,990,24,5,1491
37,1,0,178,9,6,72
26,9,1,218,27,8,436
26,0,1,0,16,5,157
42,1,0,-407,12,8,829
51,2,0,805,8,1,132
29,1,1,2,21,0,379
38,1,1,0,20,6,152
30,4,2,1235,28,5,104
39,7,1,7066,15,8,667
38,4,2,76,30,4,220
43,9,1,4945,3,11,219
46,0,1,22,26,1,388
35,9,2,22,11,1,109
41,0,2,5426,14,8,149
36,4,2,20,20,0,766
33,7,1,255,21,9,588
35,4,2,750,18,1,233
71,5,2,2887,30,6,128
69,5,1,0,28,0,184
58,0,3,903,28,4,56
64,5,2,2139,14,10,632
42,9,1,4945,2,7,311
40,2,2,224,20,6,606
44,2,2,121,9,9,248
54,6,2,368,31,5,7
34,0,1,445,19,1,256
40,9,1,2338,16,10,717
30,9,1,120,18,8,74
49,1,0,2356,14,5,236
27,4,2,1,30,5,764
31,1,0,50,8,8,300
49,0,1,10250,24,10,97
34,4,2,2159,18,3,386
50,1,0,4121,20,9,177
32,4,2,597,24,5,869
40,7,1,0,2,6,297
34,4,2,158,9,6,190
43,0,1,378,30,5,782
73,5,0,542,26,10,355
56,0,1,360,24,5,98
32,4,2,769,29,1,695
24,4,1,867,20,6,546
89,5,2,553,19,1,2027
45,4,2,96,16,5,202
32,9,2,2481,18,1,547
43,1,0,56,12,8,365
52,4,2,291,21,1,150
47,7,1,1111,20,6,415
43,1,0,177,3,3,124
36,4,2,-38,14,8,784
39,7,1,-311,6,8,55
34,0,2,142,13,8,459
33,1,1,6227,23,8,76
22,0,1,372,6,10,218
58,5,0,565,8,10,153
47,0,1,3957,11,8,58
59,11,3,2443,20,6,8
53,1,0,421,20,9,677
42,10,2,576,27,3,156
29,4,2,224,24,0,65
39,9,1,603,15,0,214
32,0,1,344,26,8,530
51,0,1,520,10,5,157
60,0,3,4629,27,10,624
64,5,0,43,10,2,232
38,4,2,165,17,0,526
53,4,2,2679,20,9,295
28,7,1,222,29,8,101
32,4,2,0,20,0,415
33,0,2,99,18,9,55
53,2,1,288,6,8,69
58,1,0,1357,13,8,150
53,4,2,3634,7,8,211
51,1,1,50,6,8,121
43,4,3,5172,29,8,57
23,8,1,556,15,8,170
25,9,2,839,18,8,700
48,4,1,4415,8,0,1032
52,7,1,659,27,10,113
33,4,2,133,26,8,308
47,10,1,312,29,5,884
54,4,2,6525,19,9,133
29,9,1,124,27,8,125
42,0,1,-1386,15,5,56
25,8,1,1919,15,8,264
49,1,1,-454,14,8,558
30,0,1,350,9,5,171
32,4,2,46,21,1,788
53,2,1,162,7,8,270
30,1,1,309,7,8,1574
55,1,0,-79,27,6,293
39,4,2,0,18,3,224
38,8,3,64,6,1,789
53,1,0,5603,28,1,2372
44,0,1,985,11,8,9
45,9,2,5336,28,8,99
54,9,1,0,16,9,986
34,1,1,-72,7,5,273
37,9,2,127,13,3,71
53,0,1,10541,9,3,164
30,1,1,239,21,8,412
52,7,1,961,18,3,222
40,9,0,284,20,0,1332
56,10,0,3391,21,0,243
36,1,0,403,4,6,920
40,9,2,11766,13,0,218
48,0,1,83,13,8,1101
49,0,2,228,2,6,407
39,4,2,0,29,1,94
48,0,1,368,8,10,363
47,1,1,1230,30,0,412
23,8,1,794,26,5,607
25,0,1,285,3,5,658
33,9,1,2979,5,1,326
32,9,1,129,7,8,213
28,7,1,3331,28,8,229
30,0,1,613,17,0,180
57,3,0,260,16,8,38
43,7,1,192,30,8,273
50,1,0,4979,6,0,180
29,4,2,265,24,1,130
29,4,2,874,16,11,152
37,1,1,-399,3,6,21
24,8,1,1250,25,7,411
31,4,2,1575,12,1,178
59,0,1,3735,18,7,203
53,1,1,2,16,8,851
24,1,1,167,25,8,288
32,4,1,131,23,5,1152
32,0,1,35,17,2,324
78,5,0,55,5,9,143
51,1,3,1432,9,5,388
28,9,2,2489,27,3,342
48,1,0,719,11,1,418
50,0,1,736,14,8,74
31,4,2,2384,14,0,608
34,4,2,549,6,10,1246
47,4,0,4151,14,8,114
32,9,2,6281,3,6,1336
75,5,0,37127,11,3,505
36,4,2,102,14,0,114
27,1,1,535,15,3,171
35,1,1,106,14,0,252
43,0,1,71,7,8,180
36,9,2,376,16,11,173
34,4,2,431,16,5,401
66,5,2,1948,29,10,106
46,7,1,281,6,8,267
27,1,1,-3,19,8,265
57,4,2,1172,20,9,72
38,2,1,65,5,3,173
38,1,1,1121,18,6,203
48,1,0,476,11,1,856
53,9,2,431,5,8,55
50,7,1,1501,21,1,946
35,7,1,0,9,6,115
56,7,0,486,21,5,1877
36,1,1,418,13,8,132
39,1,2,172,9,3,125
28,9,1,742,26,8,236
31,10,1,86,3,6,963
39,9,1,1355,14,8,1180
37,4,2,102,6,8,445
28,1,1,61,4,8,226
40,0,1,0,28,5,496
78,5,0,2787,1,5,372
31,4,2,18,8,1,82
57,5,1,316,28,4,935
36,4,2,0,29,4,86
53,4,2,3754,22,0,307
37,6,2,0,6,6,143
48,0,1,50,21,10,419
33,9,2,1636,27,3,165
57,9,1,28,8,8,163
22,8,1,23,27,10,137
34,4,2,9827,13,1,871
34,9,1,883,14,1,163
33,9,1,-74,25,5,198
49,4,1,1623,19,9,1081
28,1,0,278,15,8,31
24,8,1,689,8,11,630
28,1,1,1348,6,1,221
38,9,1,211,29,4,236
37,0,1,96,5,3,102
33,4,1,67,23,8,316
31,9,1,-360,27,8,93
53,4,2,-601,30,8,509
38,1,0,714,29,8,225
38,9,1,0,22,5,1545
24,1,1,833,15,8,956
28,9,2,375,14,8,43
77,5,1,638,11,3,288
25,4,2,2305,3,3,207
35,1,0,4366,28,8,173
57,5,0,318,22,1,371
59,1,0,6212,5,8,574
33,9,1,3572,18,9,85
44,2,1,320,5,3,269
33,7,1,881,21,8,67
45,1,1,61,26,8,745
66,5,1,2048,27,1,212
39,9,2,393,28,6,325
35,4,2,916,14,8,460
29,4,2,8103,28,8,473
46,0,1,875,11,8,269
53,3,0,1903,5,6,827
36,0,2,994,6,8,211
22,8,1,216,8,3,363
54,4,1,0,19,9,106
36,6,2,1354,14,8,1723
35,4,1,724,14,5,287
58,4,2,4152,14,9,160
48,9,1,759,28,5,84
35,1,1,3623,30,10,160
39,7,1,702,8,0,303
31,4,2,-6,22,1,119
50,3,0,1158,3,3,116
36,4,2,0,4,1,1165
30,1,1,486,29,8,1109
60,4,2,474,31,1,415
41,1,1,203,2,5,342
36,4,2,1257,8,3,108
36,9,1,664,22,1,309
61,5,1,927,30,0,427
33,0,1,-370,7,8,261
53,4,2,6388,23,5,203
45,0,1,524,23,5,808
49,1,1,1730,4,1,605
57,9,3,1617,7,8,96
45,1,1,96,13,0,348
53,7,3,257,5,8,209
44,0,1,21,13,0,681
53,9,1,100,13,1,205
41,4,0,5310,17,9,984
27,9,2,667,29,4,866
41,6,2,3950,30,8,96
42,7,1,737,14,8,762
44,1,1,1397,20,9,326
52,4,2,1158,27,1,57
32,9,1,-262,28,1,85
31,4,2,3340,15,11,213
29,9,2,910,11,8,278
52,4,2,2104,3,6,210
26,0,1,274,1,0,351
41,7,1,0,5,8,114
54,4,2,1146,12,1,205
35,9,1,1609,30,8,288
55,0,1,512,18,1,115
29,4,1,0,2,6,85
29,9,1,590,25,8,124
49,4,2,561,15,6,173
40,9,1,360,9,8,73
51,5,1,1435,11,6,587
45,4,2,4831,29,4,479
31,0,1,387,13,8,228
55,1,1,3917,18,8,565
41,1,0,1461,6,6,554
55,5,1,1504,17,9,761
57,9,1,29207,21,9,232
41,4,2,1897,19,8,335
25,0,2,220,26,8,68
63,5,2,1795,7,11,219
38,2,2,678,18,9,82
33,4,2,387,6,3,17
38,4,2,619,6,6,460
45,0,1,25,28,8,82
34,0,1,61,5,8,21
46,10,1,926,7,5,385
31,7,1,13,6,3,1019
32,9,1,116,20,1,718
45,9,1,6993,20,9,283
44,1,0,-57,7,8,234
29,1,0,59,29,5,665
49,9,1,905,5,6,1543
48,2,1,4037,6,6,23
60,4,1,544,12,6,95
66,3,0,1230,16,6,288
34,0,1,-33,10,5,961
30,0,1,4457,21,9,566
27,7,1,1820,17,5,1027
42,9,1,534,5,1,314
51,1,0,129,15,8,611
36,4,2,332,22,8,566
36,4,2,1057,19,5,230
48,4,2,657,29,4,251
34,4,2,212,25,7,278
27,1,0,416,30,8,1193
39,9,1,556,29,8,322
35,6,2,1129,21,9,64
44,0,1,1042,18,8,136
31,4,1,1088,8,0,575
42,1,0,480,6,6,288
38,4,2,1199,4,1,178
29,9,1,674,30,0,483
35,3,0,113,17,5,923
50,1,1,3558,26,1,84
32,4,2,4945,4,6,160
33,7,1,1082,19,9,351
34,9,1,294,9,2,265
55,2,1,814,28,5,69
46,4,2,-130,24,7,144
32,10,1,2996,19,8,68
56,4,2,10532,7,1,324
56,4,2,3120,7,1,666
55,1,1,7378,14,8,316
31,6,2,2589,21,9,614
38,1,1,0,21,10,576
55,0,1,602,7,11,350
48,4,2,174,6,1,290
64,5,0,109,23,6,706
30,1,1,80,5,8,145
28,8,2,5741,10,11,1042
40,4,2,9366,11,9,69
39,3,2,94,6,1,181
65,5,0,1004,28,10,371
49,7,1,1114,17,9,283
53,1,1,1442,9,2,137
27,1,1,821,16,11,23
58,9,1,-354,7,5,98
54,4,2,496,13,4,452
42,7,0,2567,19,8,401
36,4,2,563,20,6,10
67,4,2,405,7,1,345
51,4,2,2455,21,5,553
26,7,1,77,15,8,619
52,1,0,1271,18,1,131
40,6,2,-94,16,5,90
52,9,2,0,5,1,409
33,4,2,644,11,1,99
88,5,1,433,15,11,161
51,1,0,4497,15,8,276
39,3,1,953,30,4,23
31,10,1,209,6,8,193
52,1,1,580,21,9,965
54,3,2,9,29,5,136
28,1,1,517,8,5,681
26,9,2,1066,15,0,200
71,3,0,1311,10,9,301
58,9,1,3399,30,9,1628
26,10,2,77,26,0,175
49,7,1,202,17,9,651
53,4,3,527,23,5,71
41,1,0,865,19,8,19
68,5,0,695,9,0,233
29,0,1,-254,14,8,406
32,4,2,522,22,1,576
71,5,2,1236,14,11,335
40,1,0,737,12,8,102
31,9,1,477,30,0,146
59,4,2,0,20,0,392
43,4,2,1429,7,8,1030
44,1,3,1529,30,0,347
56,4,2,830,6,8,1201
42,9,1,823,28,4,137
34,1,1,1988,29,4,53
31,9,1,684,7,2,620
71,5,1,2850,17,3,185
32,1,1,6337,19,9,126
37,4,2,5106,30,0,244
42,7,1,1165,18,8,485
25,1,1,509,5,7,418
39,1,1,1756,3,0,939
46,7,1,0,18,1,74
54,4,2,3473,12,1,306
26,0,1,712,6,8,232
39,4,1,1880,12,1,768
60,1,0,5,29,10,401
35,9,2,33,29,1,300
38,7,0,92,29,8,118
58,5,3,5920,21,9,96
58,6,2,1382,9,6,700
56,5,1,393,26,5,183
40,10,0,1908,5,3,1661
31,4,2,2007,20,8,253
53,9,1,5303,17,0,320
42,3,0,5774,15,8,54
41,3,1,879,5,6,1053
26,10,2,2170,3,3,317
67,5,1,704,8,3,186
49,6,1,6116,21,9,43
24,8,3,358,14,6,245
31,4,2,533,12,8,372
59,0,0,1040,31,5,733
21,9,3,360,26,8,131
32,4,2,2551,21,5,638
29,0,2,41,13,1,148
29,7,1,191,17,0,87
21,4,2,243,17,6,181
40,4,2,16,9,3,47
28,9,2,3623,10,7,261
36,4,2,0,8,8,308
42,0,1,4253,13,8,146
47,4,2,6637,17,0,174
54,1,0,1311,15,10,485
44,6,2,1070,12,1,137
28,0,1,25,5,6,109
50,9,1,1838,13,1,221
58,5,1,1080,29,5,1058
33,4,2,224,23,11,409
38,4,1,93,3,5,515
33,0,1,7,17,0,612
40,2,0,3676,15,8,101
31,1,2,761,18,9,514
53,4,2,15,20,1,921
28,6,1,123,22,10,313
72,5,1,1129,25,9,208
41,9,1,188,31,5,15
50,2,2,2410,21,9,65
41,6,1,1,19,1,55
42,3,0,-209,11,1,90
34,4,2,13014,13,1,738
29,6,2,121,30,8,1500
29,7,1,6567,15,8,792
67,5,3,2540,14,6,278
31,1,1,2194,13,8,275
57,4,2,3287,30,7,277
67,3,1,5275,13,1,222
38,3,1,110,25,8,167
39,1,1,138,9,6,61
35,9,1,16,8,0,903
36,7,1,0,15,5,687
35,0,1,-488,2,6,97
40,4,2,27,27,1,165
32,4,2,354,4,7,177
43,4,2,1,2,6,28
54,5,1,1371,25,5,1492
26,9,1,-119,9,5,359
52,1,0,1524,3,5,1007
35,1,0,-759,31,5,142
38,4,2,1101,9,9,43
60,1,1,19447,9,5,196
57,5,2,11254,30,5,229
50,9,1,778,23,5,16
48,7,0,483,6,1,119
34,1,0,5299,26,6,75
34,9,1,0,5,1,231
32,9,1,303,8,0,150
39,4,2,0,5,8,811
50,2,2,230,30,5,1089
36,0,2,4708,3,2,284
37,10,2,1032,4,3,63
46,1,1,1147,20,0,720
41,6,1,305,13,8,174
52,2,1,7,24,5,150
30,4,2,596,4,6,125
39,9,1,507,20,1,173
42,1,1,490,5,8,386
31,9,2,23,25,1,121
30,1,0,2607,28,8,158
49,4,2,348,30,10,125
30,9,2,541,26,8,414
34,4,1,56,20,9,311
37,4,2,0,16,5,268
39,4,2,309,26,1,94
34,0,2,21,2,6,269
53,1,1,-8,5,1,794
27,4,2,0,19,8,352
48,6,3,0,18,6,453
46,6,1,0,10,1,6
31,1,1,2093,7,5,103
39,9,2,393,26,7,281
34,0,1,920,14,8,526
50,7,1,1134,18,6,53
53,9,2,988,20,1,1408
57,9,1,295,19,1,151
25,7,3,2022,29,5,276
31,9,1,1173,14,5,444
29,4,2,1377,8,0,548
35,6,2,71,15,6,651
27,0,1,710,6,8,653
34,4,1,1007,21,5,240
36,7,1,11462,20,9,993
36,9,1,376,13,1,479
40,7,1,446,16,8,1252
47,3,0,0,24,5,193
57,7,1,-752,28,8,102
25,0,1,120,3,6,542
28,10,1,863,27,8,355
52,1,1,5828,13,8,276
30,9,2,3086,7,8,84
45,0,1,5346,21,10,187
33,0,1,393,28,8,383
32,9,2,2684,18,8,542
45,1,1,756,6,8,179
44,0,1,-43,20,0,206
27,4,2,99,4,6,767
42,7,3,1340,30,5,88
42,1,1,3,12,8,118
31,1,1,-277,17,5,1008
42,4,2,2187,17,9,525
30,1,1,2145,18,8,727
37,1,1,3884,20,0,28
35,4,2,992,1,11,238
36,3,0,622,20,6,55
46,4,2,2278,12,1,218
52,4,2,576,18,1,762
26,6,1,3676,7,0,148
43,1,0,0,20,8,592
27,7,1,94,15,8,352
49,6,2,-341,18,9,920
36,4,2,535,20,0,150
39,9,1,1587,2,6,171
45,7,1,222,25,1,119
31,7,1,418,9,5,219
51,4,2,119,17,9,200
33,1,1,19,4,3,56
59,0,1,2343,5,8,1042
58,11,2,4150,6,6,363
47,9,1,1219,18,1,697
27,6,2,168,12,9,123
73,5,3,3443,4,11,770
45,9,2,206,13,1,376
31,1,1,1207,17,0,163
57,5,1,1841,5,6,302
57,4,2,473,1,6,295
33,4,2,322,16,0,77
31,1,1,892,29,5,25
34,10,2,1974,22,5,355
45,6,0,112,20,6,298
33,2,2,1623,2,11,291
28,2,1,1734,3,6,161
35,4,2,397,17,0,594
50,1,2,5423,21,9,75
38,0,0,1487,9,6,332
30,0,1,523,12,6,136
29,6,2,300,3,3,125
30,1,1,5,17,0,840
55,9,1,517,6,3,47
34,7,1,244,4,3,696
45,0,1,476,6,1,356
32,4,2,1812,4,1,296
56,7,1,-40,15,8,311
58,4,2,5701,2,3,521
33,4,2,952,29,0,1241
41,0,1,124,12,8,191
73,5,1,2850,8,10,512
47,3,0,1405,12,6,127
46,9,1,1167,21,9,1540
36,4,2,1027,4,6,151
43,11,3,1517,20,6,45
29,8,1,658,15,5,198
40,9,2,693,30,4,427
27,8,1,91,4,2,157
46,7,2,2520,19,9,144
29,0,2,167,13,10,357
42,0,1,1022,5,8,146
31,0,1,554,5,3,94
64,5,0,315,17,3,154
41,9,1,0,28,4,411
67,4,1,1287,2,3,511
34,1,1,-58,28,8,157
30,7,1,5,10,5,829
36,4,2,0,27,1,645
43,4,2,1059,1,6,335
43,4,2,1791,5,1,254
46,9,2,0,20,9,531
57,0,1,3100,29,5,165
50,4,2,19,23,5,205
35,4,2,2707,5,3,699
39,9,2,1293,3,6,140
33,7,1,22,5,8,71
47,7,1,2070,26,8,136
29,4,2,53,31,5,27
48,9,0,788,9,5,36
58,0,1,1947,26,10,228
60,0,1,3735,22,7,248
57,1,0,0,9,6,73
45,2,1,1187,20,9,157
19,8,1,372,8,5,444
60,5,1,0,5,1,143
48,0,1,112,18,1,139
65,5,2,1973,21,0,396
70,5,1,1853,26,1,314
54,4,1,602,30,5,101
47,7,1,1764,26,1,119
36,10,1,115,9,3,71
47,10,0,2946,5,6,60
34,0,1,557,17,9,224
32,6,2,1423,6,1,1249
49,7,3,463,15,5,541
32,4,2,2667,4,7,251
57,5,3,-157,28,1,31
51,4,3,1708,29,4,92
40,1,1,-839,16,5,1018
58,4,3,2986,16,11,414
31,9,2,2166,13,5,577
48,10,0,608,30,5,362
77,11,3,397,7,8,300
29,1,1,100,6,8,152
54,4,2,752,29,5,211
50,1,0,106,12,1,460
41,6,2,1081,27,8,229
46,0,2,2889,5,8,494
52,10,0,1724,29,4,73
47,4,2,3663,29,10,424
39,4,2,0,27,8,205
26,1,1,-128,8,5,392
58,1,0,5188,25,1,606
55,5,2,0,18,8,616
40,9,1,214,25,1,59
41,9,1,30,23,8,1003
55,9,1,570,27,1,94
37,9,2,0,14,8,93
58,0,1,92,27,8,180
49,10,1,13818,21,9,201
41,1,1,-386,20,9,477
28,8,1,67,20,1,329
26,7,1,901,26,8,764
43,1,0,-57,16,8,221
40,4,2,66,13,1,737
37,1,1,194,12,8,566
49,1,0,-157,7,5,491
50,1,0,71,6,8,678
32,9,2,1855,15,11,126
51,1,0,216,17,0,666
40,0,1,2040,18,8,906
32,9,2,705,25,8,414
57,5,0,1532,6,3,286
32,1,0,180,13,8,804
35,0,1,11,23,5,103
39,4,2,141,13,8,788
49,4,2,322,6,1,72
25,8,1,703,5,8,1100
40,9,2,1646,2,3,215
63,5,1,1495,25,10,389
26,0,1,5231,17,5,222
42,9,2,-805,8,1,103
30,4,2,168,27,1,35
35,1,1,5639,20,9,945
26,1,1,557,27,8,282
28,1,2,727,6,6,144
85,5,0,12114,12,3,165
49,4,2,1904,17,9,131
74,5,0,1765,11,11,290
38,7,1,322,26,8,61
52,4,0,48,9,6,135
28,10,0,1374,23,0,203
24,0,1,299,6,8,209
48,4,2,494,29,1,81
37,0,1,0,9,2,179
34,4,2,2885,10,3,314
56,9,1,3499,29,8,248
30,4,1,186,20,9,235
42,0,1,12,16,0,466
36,4,2,1841,25,1,141
47,0,1,0,10,9,213
52,7,1,497,15,5,265
51,7,1,513,29,5,331
32,4,2,2465,7,8,923
54,1,0,6242,7,8,162
74,5,0,29080,30,6,301
60,5,2,439,25,8,464
68,5,2,2820,5,7,158
53,9,2,2228,17,9,890
33,4,2,1778,26,8,134
32,7,1,201,18,6,110
42,9,1,27,14,1,259
34,3,2,0,18,1,148
38,9,1,1696,20,9,267
34,4,2,3301,17,6,485
52,4,3,1708,6,11,310
60,5,1,1853,11,1,408
40,4,2,0,6,1,131
59,5,0,574,18,1,197
42,1,1,419,7,5,88
26,1,1,5795,14,8,1094
56,3,0,445,21,9,13
33,9,2,0,2,6,72
55,9,1,3899,28,5,596
41,1,1,641,13,8,161
40,4,2,3840,24,11,232
37,6,1,487,27,1,155
30,0,1,4,20,6,7
40,9,1,275,13,1,409
52,6,1,-488,29,8,322
33,4,2,1778,12,3,388
45,9,1,410,30,8,891
56,0,1,33,19,9,111
64,10,1,588,8,7,409
36,4,3,62,13,0,398
46,0,0,429,26,0,465
42,1,1,413,11,3,456
39,0,1,1757,28,10,125
27,1,1,535,16,9,183
24,1,1,272,16,9,105
37,4,2,10269,18,8,28
32,4,2,883,10,2,798
47,1,1,3630,14,8,133
37,4,2,876,15,0,140
33,4,2,1781,8,10,611
45,9,1,351,29,1,18
26,7,1,-481,6,8,595
36,0,1,115,4,8,134
54,0,1,0,27,4,565
25,8,3,722,21,0,623
27,8,2,3733,22,8,198
56,6,2,411,19,6,145
38,0,1,198,26,8,431
47,4,2,86,30,0,387
59,1,1,0,5,8,226
40,0,1,1412,31,5,48
52,6,1,517,26,1,77
53,7,0,778,17,0,221
48,9,1,1526,6,1,273
35,9,2,0,28,1,46
45,0,1,946,21,9,56
42,9,1,-106,29,8,95
30,9,1,1011,16,8,109
31,2,2,-405,13,1,703
42,0,1,329,19,1,347
34,9,1,1254,6,8,77
47,6,1,318,21,9,83
35,9,1,300,9,8,338
35,4,2,-10,15,8,168
26,1,2,644,2,2,346
32,2,1,1996,18,9,271
38,1,0,1401,13,8,516
43,4,3,7702,1,11,108
30,9,1,789,12,8,356
53,7,0,8918,23,5,173
31,1,0,0,12,8,59
43,4,2,2067,8,8,756
34,4,2,275,2,1,196
